id,model_a,model_b,winner,prediction,group_id
eaf33ced-4091-4a35-bb8a-b2654a53ed1b,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,0,52
67a60c04-b07f-4e0d-8810-6f1fa37434c9,chatgpt-4o-latest-20250326,gemini-2.5-flash,0,1,52
f936f607-0db3-46b5-bbcd-a0249198ff9c,chatgpt-4o-latest-20250326,gemini-2.5-flash,0,0,52
03d89fd1-7c55-42eb-94c5-722f54b399f4,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,0,52
5054312b-0a6d-47d5-835e-a0188fd5a732,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,1,52
d0515f24-e6cc-469e-9f57-c566c4408751,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,1,52
cc6567aa-fd16-4d8c-be76-f166a5ff3932,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,1,52
9865b1b9-7b87-4343-be87-a1c0c7b6c054,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,1,52
73e780b5-c94e-46fa-bc6a-b29d80b51c45,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,0,52
b9ef8d49-5d45-41a9-b769-29ff6c47ca10,chatgpt-4o-latest-20250326,gemini-2.5-flash,0,1,52
3c21426d-c27c-465f-91fb-474174647091,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,0,52
4ace1109-a79a-4976-abe8-341b0ca4cb6b,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,0,52
e1259305-e36d-4716-bd99-e43a85049694,chatgpt-4o-latest-20250326,gemini-2.5-flash,0,0,52
3deb9d27-e15f-4347-a734-d4782086c5bd,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,0,52
44f83a6e-34f7-4c01-aa39-022779d1b2d8,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,0,52
03659a29-02e5-40ec-a91f-2a39da1ab9b0,chatgpt-4o-latest-20250326,gemini-2.5-flash,0,0,52
59375335-c872-49cf-a378-b247116b972f,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,1,52
dce26e31-d286-4635-85df-55cf90e14199,chatgpt-4o-latest-20250326,gemini-2.5-flash,0,0,52
6e3130e0-5ce7-4d94-8eab-f306c5b6e809,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,0,52
35204a56-7e68-4291-b4d8-f4fa1fa26b1e,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,0,52
4b4d38a5-4feb-421e-9ef4-60448b3ed3eb,chatgpt-4o-latest-20250326,gemini-2.5-flash,0,1,52
e1191d2a-bc71-4f3b-8775-fa6dcc417be2,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,0,52
38487325-acee-45e3-a88c-2608a175f213,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,0,52
27e78841-cf84-4bd7-94c5-47cbe18b1a87,chatgpt-4o-latest-20250326,gemini-2.5-flash,0,0,52
ac57ca56-07f1-4e70-b3fc-87a2b56d5630,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,0,52
7d9fde01-5ee3-4a43-a098-84c3293411b0,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,1,52
15fa52ae-935c-4e67-9748-9e884fe4a620,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,1,52
210d0ce8-dc42-41b3-9d83-5c752de2654a,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,0,52
f8106f06-3205-464c-9289-c8e6d4d4b345,chatgpt-4o-latest-20250326,gemini-2.5-flash,0,0,52
b8c612b0-1c76-4c85-9d6c-ea6630c3c71d,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,1,52
4fcc2125-694b-4bff-bd42-9268cb05a844,chatgpt-4o-latest-20250326,gemini-2.5-flash,0,1,52
ab5dbf18-53cc-4d34-b46a-f9998bfeba54,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,0,52
ca446ef8-31e4-47a9-a696-a6316becfb20,chatgpt-4o-latest-20250326,gemini-2.5-flash,0,1,52
55ea4209-ee47-48cf-89f3-14805202f782,chatgpt-4o-latest-20250326,gemini-2.5-flash,0,1,52
a15ef081-e53b-47c5-9f1a-4392de362607,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,1,52
1eee5699-0a5c-485f-b01f-040b89f30411,chatgpt-4o-latest-20250326,gemini-2.5-flash,0,0,52
6bf23d6f-deff-44da-ab4b-a592cf822425,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,1,52
27c541d4-e5a8-4975-9518-1752c93d714d,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,0,52
97ee0746-dadd-4147-88ff-97eabf91fdd1,chatgpt-4o-latest-20250326,gemini-2.5-flash,0,1,52
fb59ba8a-122e-49dd-8c18-d8f55843bde5,chatgpt-4o-latest-20250326,gemini-2.5-flash,0,1,52
ab102c97-2a62-4baa-898a-48a563bb4173,chatgpt-4o-latest-20250326,gemini-2.5-flash,0,0,52
227fd650-cdbc-47ee-9c31-cbc148d4d8f7,chatgpt-4o-latest-20250326,gemini-2.5-flash,0,1,52
5d74a1c2-0a5b-4331-89b4-52b7266adec7,chatgpt-4o-latest-20250326,gemini-2.5-flash,0,0,52
20ae39de-2f36-4b2e-a63d-35b58b7ab70e,chatgpt-4o-latest-20250326,gemini-2.5-flash,0,1,52
d9c1fa12-30ec-4059-9659-ee5ea1e59fcc,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,1,52
324feb38-ce27-444e-b244-a9de61cd313e,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,0,52
f5e92bb1-ad76-479d-b70b-26ec0d36a39f,chatgpt-4o-latest-20250326,gemini-2.5-flash,0,1,52
b081dcc4-9545-4ca1-9f19-3be4f911f525,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,1,52
2ea349c8-8ff3-47cb-9de4-a394f242b70d,chatgpt-4o-latest-20250326,gemini-2.5-flash,0,1,52
0570d34a-d71d-4386-82d2-83a06aa090d3,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,0,52
14b6377d-b4c8-4ae4-8639-0193342e7b01,chatgpt-4o-latest-20250326,gemini-2.5-flash,0,1,52
9e77ba51-97b0-48e5-bfa1-d2f3da4d18a0,chatgpt-4o-latest-20250326,gemini-2.5-flash,0,1,52
09daae62-6c3c-48df-adcb-3864a227c8c4,chatgpt-4o-latest-20250326,gemini-2.5-flash,0,0,52
8ff0debf-ee04-44de-ba76-b514b173abbf,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,0,52
f88a85e3-9ab5-432b-9145-cec1d7dde9f3,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,0,52
cfc8eae8-46b6-42ac-89e1-78bce01862d8,chatgpt-4o-latest-20250326,gemini-2.5-flash,0,0,52
954e9cba-00e6-461a-b7ce-6ca055050207,chatgpt-4o-latest-20250326,gemini-2.5-flash,0,0,52
95d347e8-55a0-410e-9609-554612b6ec09,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,1,52
24da1519-d970-47c0-bcd2-cd267fef7f8f,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,1,52
75d4cf6c-37ff-455f-a140-5735841d926d,chatgpt-4o-latest-20250326,gemini-2.5-flash,0,0,52
80cd047f-316d-4226-9088-444bac730256,chatgpt-4o-latest-20250326,gemini-2.5-flash,0,0,52
d1f8e92d-e74f-441c-a221-0b7fb075697e,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,0,52
d465db78-75fc-4cd1-9839-60345f7fae78,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,0,52
e8f4f227-d094-4a1f-8594-15ba30bd81b9,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,0,52
c40d612b-02e1-4033-9680-db91b3b7a58c,chatgpt-4o-latest-20250326,gemini-2.5-flash,0,0,52
23a81e3f-8407-4a0f-acb2-04f499a9765e,chatgpt-4o-latest-20250326,gemini-2.5-flash,0,0,52
e010e220-cb17-4047-82c4-2ead1467c15e,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,0,52
d1b2b981-c8ca-4ac3-90a8-9c682432519a,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,0,52
f2158a78-84c2-4782-b090-9c27b4d85525,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,0,52
9e175492-5422-400f-a391-514c119a2555,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,0,52
e1a312b1-1b81-423e-a6a2-5672b410be71,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,0,52
b3f7c882-5f8e-4e15-8d86-16edb0c9a7be,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,0,52
5fa2744d-da24-4811-9ecf-5d3ca6202d08,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,0,52
8360499b-92ab-4fc1-a843-63e3feb08547,chatgpt-4o-latest-20250326,gemini-2.5-flash,0,0,52
73ebaddc-d597-4a57-a21f-35ea466bc4af,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,0,52
b19ab283-b94c-4e96-9bd8-3b8038967c64,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,1,52
19f2747e-2aab-466a-b20b-bdbf2c8c0a07,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,0,52
7ddbb636-0f73-42ec-add8-e5a007ab9eff,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,1,52
9ebcda01-d3a9-4316-8088-7012ef818270,chatgpt-4o-latest-20250326,gemini-2.5-flash,0,0,52
571424bb-2d70-48df-97b5-5386bdf66c81,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,1,52
284f36d4-8e74-4c4e-bda5-0e4ef916bec9,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,0,52
80aa119b-becb-44c6-acd5-dfd1a5765dd4,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,0,52
d1ac1dda-9fbd-4d78-b657-d7aefb154d93,chatgpt-4o-latest-20250326,gemini-2.5-flash,0,0,52
0e10df0c-56dc-49f4-b323-162e6d9fb0c1,chatgpt-4o-latest-20250326,gemini-2.5-flash,0,0,52
3e5b6ea6-bd77-4a42-be4d-56d7063950c2,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,1,52
7a7a2021-515b-44dc-ba41-ae0c7b54c142,chatgpt-4o-latest-20250326,gemini-2.5-flash,0,1,52
af8f3940-8933-452c-905d-cb7b867c9365,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,1,52
d597073a-6702-4647-9b62-d64c68904ca7,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,0,52
78f07877-8394-475b-849c-f7c5fbb282b2,chatgpt-4o-latest-20250326,gemini-2.5-flash,0,1,52
84f71cb7-5636-487e-80ec-52c0355de4e5,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,1,52
7330232e-c4ab-4927-b588-4203c9eb27a1,chatgpt-4o-latest-20250326,gemini-2.5-flash,0,0,52
da98e1fa-80a8-4ccc-b706-f8b9a27003ed,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,0,52
09ff76ea-4266-4246-a120-39d6b6295100,chatgpt-4o-latest-20250326,gemini-2.5-flash,0,1,52
83096d5c-da23-4d7c-9632-148477aeb1a8,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,1,52
aea3a7fb-4dc7-4411-9b27-62cecf50fa0c,chatgpt-4o-latest-20250326,gemini-2.5-flash,0,0,52
31436f97-1b79-4d36-9035-b2a39bb7e4a8,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,1,52
97bd56a6-66cd-4fff-97b5-d32310152c3e,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,0,52
cd7d0ac7-5318-4e50-8f15-a257fe223b4b,chatgpt-4o-latest-20250326,gemini-2.5-flash,0,1,52
deecaf7f-8940-4564-9150-b8225fcc4f7d,chatgpt-4o-latest-20250326,gemini-2.5-flash,0,1,52
3e6089ba-1413-4a89-b019-bc72ea9e12be,chatgpt-4o-latest-20250326,gemini-2.5-flash,0,0,52
b9751d45-b160-4a31-b331-8cd17e9fe290,chatgpt-4o-latest-20250326,gemini-2.5-flash,0,1,52
6a77b7b0-2111-41d9-b4b3-729cc59e178b,chatgpt-4o-latest-20250326,gemini-2.5-flash,0,0,52
a8b7c8c1-2007-4d6b-8a0c-2b3eb5bbc9ce,chatgpt-4o-latest-20250326,gemini-2.5-flash,0,0,52
2ad8249a-5573-41ff-a82c-c8724e760660,chatgpt-4o-latest-20250326,gemini-2.5-flash,0,0,52
55db2e31-af35-4090-a2dd-60c0d08f6a74,chatgpt-4o-latest-20250326,gemini-2.5-flash,0,1,52
ab716d79-053d-4df7-8891-77ed21966e59,chatgpt-4o-latest-20250326,gemini-2.5-flash,0,0,52
7d3bcafe-da73-4714-a24d-a65cf80dc0e3,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,1,52
1ccefad3-b522-4a99-aeb5-ad40a0512212,chatgpt-4o-latest-20250326,gemini-2.5-flash,0,1,52
b028a7ce-3da3-47a7-947b-98fda0a5b380,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,0,52
5b559140-8b2e-4c64-b4e1-b2e6cf33292a,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,0,52
d0dd6d67-4b61-41c0-aafc-eb51667db69b,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,0,52
2a7329ba-4699-48ba-a884-d497584b59f0,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,0,52
0135e2bb-028a-4998-816b-b7ae1e8779dc,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,1,52
9158d2e0-52e3-456d-9952-6527e4cb8664,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,0,52
c84df679-a2ae-4c1f-9249-d040cf6b8bce,chatgpt-4o-latest-20250326,gemini-2.5-flash,0,1,52
b6870ebf-90f6-446f-b372-4ba758205857,chatgpt-4o-latest-20250326,gemini-2.5-flash,0,1,52
8cbd857b-a323-46f8-8078-d5d633416b44,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,0,52
f8c53075-8641-4e42-ae50-e9942f101833,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,0,52
9bbe7e83-6b8f-4952-b2b7-74ce603008d4,chatgpt-4o-latest-20250326,gemini-2.5-flash,0,0,52
0a63151a-4e20-4403-a38d-506628d91780,chatgpt-4o-latest-20250326,gemini-2.5-flash,0,0,52
0f8cb3bb-ad8c-4ef8-be75-f0b9982e7b03,chatgpt-4o-latest-20250326,gemini-2.5-flash,0,0,52
c2009bd7-8fa7-4500-9fd5-045122fb3dbd,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,0,52
fa39960f-c975-4ac7-8deb-c71b5333c351,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,1,52
177591d8-5f54-4216-bd01-99908b5a082f,chatgpt-4o-latest-20250326,gemini-2.5-flash,0,0,52
ff621580-3df1-4c5b-895a-f160cbabe742,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,0,52
c18f31f9-c91c-4cf5-883c-7bc5f91289a0,chatgpt-4o-latest-20250326,gemini-2.5-flash,0,1,52
603ac847-f473-4d11-af1f-9d3a8441a321,chatgpt-4o-latest-20250326,gemini-2.5-flash,0,1,52
65a0393d-2b7e-43d4-a73e-d410013b3f87,chatgpt-4o-latest-20250326,gemini-2.5-flash,0,0,52
2ff7b449-6688-4b34-81da-553a2a70bad8,chatgpt-4o-latest-20250326,gemini-2.5-flash,0,0,52
7f6d0bb9-bd4f-4f32-98af-cb1ac91cf11a,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,0,52
7aa5ab87-6125-48d1-8214-0b6f0170146e,chatgpt-4o-latest-20250326,gemini-2.5-flash,1,0,52
b5d5577a-389d-4d0a-89ec-a71d5bc9128a,deepseek-r1-0528,gemini-2.5-flash,0,0,53
491a285f-6e48-4f1e-ae2b-0f58b8d2097f,deepseek-r1-0528,gemini-2.5-flash,1,1,53
b5d93f7d-57ea-4137-8c32-e1d9853e63fd,deepseek-r1-0528,gemini-2.5-flash,0,1,53
cb537017-e3b3-4aef-8061-89ba6e51f5e7,deepseek-r1-0528,gemini-2.5-flash,1,1,53
fb99c2fd-7ea9-4688-9397-f33e2e3f1dbd,deepseek-r1-0528,gemini-2.5-flash,1,1,53
1e600bd7-b3e1-4ea1-a133-722c3f1bfe3b,deepseek-r1-0528,gemini-2.5-flash,1,1,53
be592fe5-f835-4812-aa95-dbbbc565c34e,deepseek-r1-0528,gemini-2.5-flash,1,1,53
f804cc4d-c865-4254-ae9e-90e06a4c8b4d,deepseek-r1-0528,gemini-2.5-flash,0,1,53
cc9087cf-fc2c-4f48-8cac-7bdd11d1a66b,deepseek-r1-0528,gemini-2.5-flash,1,1,53
9684b3dc-db9f-487b-bc1f-35d9cbbf4396,deepseek-r1-0528,gemini-2.5-flash,1,1,53
f070db8c-9dcb-41e3-94ec-0badeb2f8980,deepseek-r1-0528,gemini-2.5-flash,0,1,53
037cf437-5071-4bf9-aed0-011ac71a3cb7,deepseek-r1-0528,gemini-2.5-flash,0,0,53
d3ab5605-47a7-403b-ac5e-1b87213ea875,deepseek-r1-0528,gemini-2.5-flash,0,1,53
5e327bea-77ff-45f5-b3d2-11dbe47b41b5,deepseek-r1-0528,gemini-2.5-flash,1,0,53
3b1d9e60-5ed2-48f8-aa36-cc1f50e6fd5c,deepseek-r1-0528,gemini-2.5-flash,1,1,53
6d538c27-649e-4aba-8242-888c4fbe1f3e,deepseek-r1-0528,gemini-2.5-flash,0,0,53
2f503920-221b-494f-90db-4a8e5566641c,deepseek-r1-0528,gemini-2.5-flash,0,1,53
56564500-f6bd-4b28-be3f-af8037e7813c,deepseek-r1-0528,gemini-2.5-flash,1,0,53
0b047443-1674-47aa-a86d-b69d9adda549,deepseek-r1-0528,gemini-2.5-flash,1,1,53
d0de1a9c-4657-4afa-a850-faf04737a8c4,deepseek-r1-0528,gemini-2.5-flash,0,1,53
d09f7129-4e80-40f7-98dd-64c8dd5931a5,deepseek-r1-0528,gemini-2.5-flash,0,1,53
3233c7fe-fc02-40d6-8e6e-500e1c1e4dfb,deepseek-r1-0528,gemini-2.5-flash,0,0,53
9bcdf5d5-3516-4416-8a72-f6ef67b9b296,deepseek-r1-0528,gemini-2.5-flash,1,1,53
452fd526-3751-420d-b0df-a537b9c45c0a,deepseek-r1-0528,gemini-2.5-flash,0,0,53
7e3cbb20-14f0-4d09-bc04-7e78887ddc0d,deepseek-r1-0528,gemini-2.5-flash,1,0,53
482fe916-cdf0-4ba9-8b13-6849a3c83cf0,deepseek-r1-0528,gemini-2.5-flash,0,0,53
959acd3a-a189-45f4-9b56-1223df48cd90,deepseek-r1-0528,gemini-2.5-flash,1,1,53
22676992-1965-43ce-bfb8-0e52f60f73f9,deepseek-r1-0528,gemini-2.5-flash,1,1,53
5dd35aeb-df10-4e65-be37-27fe7017af28,deepseek-r1-0528,gemini-2.5-flash,1,0,53
62f42ab4-5ce0-4c45-97ca-7978ff207b2d,deepseek-r1-0528,gemini-2.5-flash,0,0,53
43091eef-148e-49b0-a339-d1fb2a8303f0,deepseek-r1-0528,gemini-2.5-flash,0,0,53
42573b0f-9e45-483c-852c-40fbf91f99d8,deepseek-r1-0528,gemini-2.5-flash,0,0,53
298a8aa5-82ca-48eb-8ef6-37c3b4f382f1,deepseek-r1-0528,gemini-2.5-flash,1,1,53
93e7d1e2-b631-43f1-8625-c3a2857a33ba,deepseek-r1-0528,gemini-2.5-flash,0,1,53
b9df09ee-9d12-42d8-905e-7a7920b918f7,deepseek-r1-0528,gemini-2.5-flash,0,0,53
68a0e1be-6306-40e0-93cf-c794e326b84e,deepseek-r1-0528,gemini-2.5-flash,0,0,53
6245785e-d271-4a39-b4eb-7fafd97e97c4,deepseek-r1-0528,gemini-2.5-flash,1,0,53
5f243e9c-f23b-44bb-8e89-929d361f3f24,deepseek-r1-0528,gemini-2.5-flash,1,1,53
1ea9c887-cb50-474c-b3f7-3c095f15127d,deepseek-r1-0528,gemini-2.5-flash,0,0,53
b3ff6515-4a86-40d9-b8ad-ef7073efca1b,deepseek-r1-0528,gemini-2.5-flash,0,1,53
9c168e86-4581-4929-bcfc-a7e7cbaa2dbe,deepseek-r1-0528,gemini-2.5-flash,0,1,53
fcad4710-4720-4dea-988a-532b509952a3,deepseek-r1-0528,gemini-2.5-flash,1,1,53
6d7e6d74-8329-4bb3-ac72-281c910ee795,deepseek-r1-0528,gemini-2.5-flash,0,1,53
3d8f1549-4653-4ac5-9235-b3c7cdcf65f0,deepseek-r1-0528,gemini-2.5-flash,0,1,53
0a745537-9976-4acb-8cda-77c33577133c,deepseek-r1-0528,gemini-2.5-flash,1,1,53
b0f939bb-77d3-4fd9-a2c0-312d1f2942e9,deepseek-r1-0528,gemini-2.5-flash,0,0,53
2aa9ce8a-c4b6-41aa-ac7c-08615937b148,deepseek-r1-0528,gemini-2.5-flash,1,1,53
89415867-06d6-41c6-a362-fc15e8cd6ad1,deepseek-r1-0528,gemini-2.5-flash,1,1,53
d5fa7afe-2d40-4d2d-8fa0-22ce27d96903,deepseek-r1-0528,gemini-2.5-flash,0,0,53
be5956e7-5306-466b-9f46-b7514a5ce62e,deepseek-r1-0528,gemini-2.5-flash,0,0,53
b3a456f7-41a2-4c76-8696-c3de1795a0f1,deepseek-r1-0528,gemini-2.5-flash,1,1,53
6717392a-564e-48d2-9358-ab96c9594e79,deepseek-r1-0528,gemini-2.5-flash,1,1,53
a737368e-cc90-4a01-8801-5fa7e8434aa4,deepseek-r1-0528,gemini-2.5-flash,1,0,53
41faf4d3-3f17-4f68-a243-bc2953d7536c,deepseek-r1-0528,gemini-2.5-flash,1,1,53
29412847-6d8a-476c-8d99-6ed7715c96d5,deepseek-r1-0528,gemini-2.5-flash,0,1,53
bb389edf-df57-4ef9-b3fe-d3ec67791c10,deepseek-r1-0528,gemini-2.5-flash,1,1,53
b20274d6-72ee-4994-831a-6c6b23b35342,deepseek-r1-0528,gemini-2.5-flash,0,0,53
8460c04f-d76d-4aee-931f-a215a5e64b5d,deepseek-r1-0528,gemini-2.5-flash,0,1,53
161c2763-05ca-4956-ae50-d8954d6cc6e3,deepseek-r1-0528,gemini-2.5-flash,1,0,53
690d9f3e-32c2-45a0-8515-b20e6dcd1593,deepseek-r1-0528,gemini-2.5-flash,0,0,53
652376f3-72c3-4b80-8594-4a19433485ba,deepseek-r1-0528,gemini-2.5-flash,1,0,53
2cd48157-d64b-4075-8c6a-7870140766a3,deepseek-r1-0528,gemini-2.5-flash,0,1,53
a240f1be-fe88-4765-acd4-a4167839c0e1,deepseek-r1-0528,gemini-2.5-flash,1,1,53
9067e749-cebb-40bc-a682-889d8018c9ed,deepseek-r1-0528,gemini-2.5-flash,1,1,53
8b38aa82-960c-4210-ae2b-2c5b8eb9cc16,deepseek-r1-0528,gemini-2.5-flash,0,1,53
b69e42f7-08ac-4770-9c90-f82f6cb9122b,deepseek-r1-0528,gemini-2.5-flash,0,0,53
f9068f21-8985-4f5c-8e19-017f843aea96,deepseek-r1-0528,gemini-2.5-flash,1,0,53
bc00ae0e-9e04-4a2f-853c-fba32f05e396,deepseek-r1-0528,gemini-2.5-flash,1,1,53
4684e658-c740-4f56-afe4-1eaaa8964d59,deepseek-r1-0528,gemini-2.5-flash,1,0,53
fcd5ed03-09a1-4e2d-88b1-44c7cbe2ddd3,deepseek-r1-0528,gemini-2.5-flash,1,0,53
33662c34-d254-4a2c-b029-a32f52acc58b,deepseek-r1-0528,gemini-2.5-flash,0,0,53
ab42fd6d-479e-4d33-918e-8481057914f3,deepseek-r1-0528,gemini-2.5-flash,0,0,53
9e9503da-6794-4fe8-8c8c-932cbf9c04e3,deepseek-r1-0528,gemini-2.5-flash,1,1,53
42f974a4-f577-489d-a8b0-aac8f8caed1e,deepseek-r1-0528,gemini-2.5-flash,0,0,53
eeaadafc-e66f-4669-81d6-f8519d7fbb86,deepseek-r1-0528,gemini-2.5-flash,1,0,53
b09ff3b3-c0fc-4c8d-b923-5be525667aaf,deepseek-r1-0528,gemini-2.5-flash,1,0,53
51fd9fb2-ee09-41a4-8be7-ca3f4698b8f7,deepseek-r1-0528,gemini-2.5-flash,0,1,53
ba992975-f8b1-4ab4-a5de-26925f29402c,deepseek-r1-0528,gemini-2.5-flash,0,1,53
71d338f2-ac90-499f-b056-5765b3bf95f8,deepseek-r1-0528,gemini-2.5-flash,1,1,53
2dee5bf8-e280-4627-9191-2fe3d8dfa31d,deepseek-r1-0528,gemini-2.5-flash,1,0,53
b14a2580-9a14-413c-bb56-b6025171b83c,deepseek-r1-0528,gemini-2.5-flash,0,0,53
583a9e73-3782-450b-ae9b-3fdc32b8dc1b,deepseek-r1-0528,gemini-2.5-flash,0,0,53
697fb1b4-f73a-4f88-b956-dbb4689af37d,deepseek-r1-0528,gemini-2.5-flash,0,1,53
5ac1d4c5-67ce-4b45-a740-971ba850a605,deepseek-r1-0528,gemini-2.5-flash,0,0,53
a3e0af9a-9f38-4f0a-b55d-0f985c3ef757,deepseek-r1-0528,gemini-2.5-flash,1,0,53
59f792d7-7652-4bf7-b57f-a41052770ebf,deepseek-r1-0528,gemini-2.5-flash,1,1,53
3c55a673-c3d8-48d3-8634-d5039f2d991f,deepseek-r1-0528,gemini-2.5-flash,0,1,53
7eac084e-c92e-4d9e-a394-b92606f92b11,deepseek-r1-0528,gemini-2.5-flash,1,1,53
a53d5c55-de47-4a2a-92f3-480daee43292,deepseek-r1-0528,gemini-2.5-flash,1,0,53
165910ca-5cc1-48db-b04a-d160515cea2b,deepseek-r1-0528,gemini-2.5-flash,1,1,53
daa2e56b-1bf1-4869-a559-fdd6ce146ec9,deepseek-r1-0528,gemini-2.5-flash,1,0,53
e301e6ef-b047-48ab-ba02-834c28e55952,deepseek-r1-0528,gemini-2.5-flash,1,1,53
142eb5d3-64e6-4e2d-a8b2-7f73f4279f07,deepseek-r1-0528,gemini-2.5-flash,1,1,53
7decb7c4-fa95-4499-8f6a-8f544032b3b7,deepseek-r1-0528,gemini-2.5-flash,0,1,53
39fbb72d-5b1f-4dae-be0e-dc741f5bbd33,deepseek-r1-0528,gemini-2.5-flash,0,0,53
bf24e8fe-71d1-4b88-9170-7e482c4e4bad,deepseek-r1-0528,gemini-2.5-flash,0,1,53
c3832258-c2ce-47a3-820c-b74c9290c4c4,deepseek-r1-0528,gemini-2.5-flash,1,0,53
5c90cc38-d724-4a81-8126-f790e7b70249,deepseek-r1-0528,gemini-2.5-flash,1,0,53
94473d31-de5a-4b7a-ac56-ed053f6acec5,deepseek-r1-0528,gemini-2.5-flash,0,1,53
ce988add-c205-4978-9185-dc6cbab0be4f,deepseek-r1-0528,gemini-2.5-flash,1,0,53
9e0f0020-7f88-4746-88c0-f5f1a137db1a,deepseek-r1-0528,gemini-2.5-flash,0,1,53
465587a4-0d63-4bbd-9fcd-9162c315627f,deepseek-r1-0528,gemini-2.5-flash,0,1,53
d4c5bd88-0644-42cc-b0a3-1a2831668e05,deepseek-r1-0528,gemini-2.5-flash,0,1,53
580872c0-d2c4-4190-8217-10459929edb1,deepseek-r1-0528,gemini-2.5-flash,0,0,53
6bd06931-0513-422a-a3a1-3fdd5dbccc19,deepseek-r1-0528,gemini-2.5-flash,0,1,53
d9bd3195-b5a7-47e8-ab73-8eced4e8ab43,deepseek-r1-0528,gemini-2.5-flash,0,0,53
0c4027f1-7764-4641-ad3d-2843509a283d,deepseek-r1-0528,gemini-2.5-flash,1,0,53
a6ba269a-fe50-4231-baed-7434fb04525f,deepseek-r1-0528,gemini-2.5-flash,0,1,53
12604713-d563-43c5-aa86-a5229a98f1af,deepseek-r1-0528,gemini-2.5-flash,1,1,53
26cc31c4-2594-4127-bd73-80ff2ad83ccf,deepseek-r1-0528,gemini-2.5-flash,1,1,53
7d4d2262-70a0-405d-a135-edd8642f492f,deepseek-r1-0528,gemini-2.5-flash,1,0,53
